"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"out/22";"set/22";"ago/22";"jul/22";"jun/22";"mai/22";"abr/22";"mar/22";"fev/22";"jan/22";"dez/21";"nov/21";"Competência";"Data de atualização"
"ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA. (417831)";"Odontológica";"Médio";"9";"8";"   0,28";"   0,29";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,36";"   0,37";"202210";"15/11/2022 05:40:45"
"ODONTOMAIS SERVIÇOS ODONTOLÓGICOS LTDA - ME (419184)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"ODONTOMAXI OPERADORA DE PLANOS ODONTOLÓGICOS LTDA (419583)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"   0,92";"   0,94";"   0,94";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"ODONT-OPERADORA ODONTOLOGICA LTDA (422088)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"ODONTOPLAN PLANOS ODONTOLOGICOS LTDA (423238)";"Odontológica";"Pequeno";"6";"";"0,00";"";"";"";"";"";"";"";"";"";"";"";"202210";"15/11/2022 05:40:45"
"ODONTOPREV S/A (301949)";"Odontológica";"Grande";"3";"3";"   0,30";"   0,36";"   0,37";"   0,41";"   0,44";"   0,50";"    0,47";"    0,50";"   0,55";"   0,66";"   0,69";"   0,66";"202210";"15/11/2022 05:40:45"
"ODONTOREAL LTDA. (412040)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"ODONTOVIDA LTDA ME (418200)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"OPERADORA DE PLANOS ODONTOLÓGICOS ODONTOCLÍNICA LTDA (420743)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"    0,72";"   0,72";"   0,72";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"OPERADORA DE PLANOS ODONTOLOGICOS ULTRAODONTO LTDA (422673)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,30";"    1,38";"    1,43";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA (418447)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA. (311693)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"ORAL SAÚDE DE IBITINGA SERVIÇOS ODONTOLÓGICOS S/S LTDA (366510)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA (412996)";"Odontológica";"Médio";"2";"3";"   0,43";"   0,44";"0,00";"0,00";"   0,48";"   0,49";"    0,50";"0,00";"   0,54";"   0,58";"   0,63";"0,00";"202210";"15/11/2022 05:40:45"
"ORALPLAN PLANOS DE SAUDE ODONTOLÓGICOS - EIRELI (420972)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"ORION ODONTOLOGIA  LTDA (404772)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"ORION PLANOS E SERVIÇOS ODONTOLÓGICOS LTDA (416371)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"202210";"15/11/2022 05:40:45"
"ORTOVIDE CLÍNICA ORTODÔNTICA LTDA (416665)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"PARRA ODONTOLOGIA LTDA (415782)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME (417106)";"Odontológica";"Médio";"3";"4";"   0,36";"   0,36";"   0,36";"   0,72";"   1,08";"   0,73";"    0,37";"0,00";"0,00";"0,00";"   0,37";"   0,38";"202210";"15/11/2022 05:40:45"
"PLANO ODONTOLÓGICO DENTALVIDAS LTDA. (415936)";"Odontológica";"Médio";"12";"14";"   0,16";"   0,16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,19";"   0,19";"202210";"15/11/2022 05:40:45"
"PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA (415987)";"Odontológica";"Médio";"22";"22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"    1,51";"    1,52";"   1,53";"0,00";"   0,52";"   0,53";"202210";"15/11/2022 05:40:45"
"PLANODENTE LTDA. (416517)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"PLENODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA. (403458)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"PREST ODONTO LTDA (384844)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"PREV  ASSISTÊNCIA ODONTOLÓGICA LTDA (335410)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A (374440)";"Odontológica";"Grande";"7";"9";"   0,18";"   0,19";"   0,19";"0,00";"   0,06";"   0,20";"    0,36";"    0,46";"   0,48";"   0,32";"   0,24";"   0,16";"202210";"15/11/2022 05:40:45"
"PREVINA ODONTOLOGIA LTDA (403636)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"PREVODOCTOR  ASSISTÊNCIA ODONTOLÓGICA LTDA. (412830)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA (416525)";"Odontológica";"Grande";"15";"10";"   0,04";"   0,16";"   0,32";"   0,32";"   0,28";"   0,20";"    0,20";"    0,29";"   0,32";"   0,47";"   0,46";"   0,55";"202210";"15/11/2022 05:40:45"
"PROPULSÃO PLANOS ODONTOLÓGICOS LTDA (421383)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"PROVER ODONTOLOGIA LTDA (422533)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"PRUDENT PLANOS ODONTOLOGICOS S/S LTDA (416151)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"PS ASSISTENCIA LTDA (422703)";"Odontológica";"Pequeno";"6";"";"0,00";"";"";"";"";"";"";"";"";"";"";"";"202210";"15/11/2022 05:40:45"
"QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ME (417131)";"Odontológica";"Médio";"6";"6";"   0,30";"   0,31";"   0,31";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA (417149)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"RODRIGUES LEIRA ODONTOLOGIA LTDA. (415243)";"Odontológica";"Médio";"22";"22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA. (415821)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA (414654)";"Odontológica";"Grande";"17";"17";"0,00";"0,00";"0,00";"0,00";"   0,07";"   0,15";"    0,15";"    0,07";"0,00";"0,00";"   0,07";"   0,07";"202210";"15/11/2022 05:40:45"
"SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA ME. (414701)";"Odontológica";"Médio";"22";"22";"0,00";"0,00";"0,00";"   0,36";"   0,36";"   0,36";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,17";"202210";"15/11/2022 05:40:45"
"SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA. (324710)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"SISDENTE - SISTEMA INTEGRADO DE SAÚDE DENTAL LTDA. (344095)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP (403865)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   3,12";"202210";"15/11/2022 05:40:45"
"SISTEMA PREVSAUDE LTDA (333239)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"SISTEMA 1 SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR (418790)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"SITO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO LTDA (402095)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"SMART DENTAL ODONTOLOGIA EIRELI - ME (420298)";"Odontológica";"X";"1";"1";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"SOCIEDADE DE ASSISTÊNCIA ODONTOLOGICA DE GRUPO/RN - DENTAL MED CENTER/RN (413941)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"    0,61";"   0,62";"   0,63";"0,00";"   0,65";"202210";"15/11/2022 05:40:45"
"SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA (416410)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"SOLIMEO ASSISTÊNCIA ODONTOLÓGICA LTDA. (415871)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"SOPREVI SERVIÇO ODONTOLÓGICO PREVENTIVO INTEGRADO LTDA (403245)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A. (419524)";"Odontológica";"Médio";"21";"21";"   0,10";"   0,11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,12";"   0,25";"202210";"15/11/2022 05:40:45"
"SUDA ODONTO PLANOS DE SAUDE LTDA (414662)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"SUL AMÉRICA ODONTOLÓGICO S/A (417815)";"Odontológica";"Grande";"1";"1";"   0,49";"   0,50";"   0,44";"   0,40";"   0,41";"   0,44";"    0,55";"    0,77";"   1,07";"   1,19";"   1,17";"   0,96";"202210";"15/11/2022 05:40:45"
"TOP DOCTOR'S ODONTOLOGIA LTDA (416193)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"TOPDONTO OPERADORA DE PLANO ODONTOLÓGICO LTDA (417114)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"TRASMONTANO ODONTOLOGIA LTDA (422843)";"Odontológica";"Pequeno";"6";"";"0,00";"";"";"";"";"";"";"";"";"";"";"";"202210";"15/11/2022 05:40:45"
"UNIDENTAL- COOPERATIVA UNIÃO DOS DENTISTAS DO ESTADO DO CEARÁ (401072)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA. (413429)";"Odontológica";"Grande";"11";"13";"   0,08";"   0,08";"   0,08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,09";"202210";"15/11/2022 05:40:45"
"UNIFICAÇÃO DOS DENTISTAS DE ITUVERAVA LTDA (404942)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO - COOPERATIVA ODONTOLOGICA DE CARUARU E REGIÃO AGRESTE DO ESTADO DE PERNAMBUCO (414891)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO  ESPIRITO SANTO COOPERATIVA ODONTOLOGICA (370711)";"Odontológica";"Médio";"22";"22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA (403512)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO ATHENAS PAULISTA - COOPERATIVA ODONTOLÓGICA (340120)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO BAHIA SUL - COOPERATIVA ODONTOLOGICA DE ILHEUS RESPONSABILIDADE LTDA (383929)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO BEBEDOURO - COOPERATIVA ODONTOLÓGICA (327093)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,60";"   0,60";"   0,60";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA (368555)";"Odontológica";"Grande";"17";"17";"0,00";"0,00";"0,00";"   0,09";"   0,09";"   0,17";"    0,17";"    0,17";"   0,09";"0,00";"0,00";"   0,08";"202210";"15/11/2022 05:40:45"
"UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA (353752)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO COOPERATIVA ODONTOLÓGICA DO SERIDÓ LTDA (343919)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA (347604)";"Odontológica";"Médio";"22";"22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,41";"   0,41";"   0,42";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE ARACAJU COOP DE TRABALHO ODONTOLOGICO (349283)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE ARAÇATUBA COOPERATIVA ODONTOLOGICA (362824)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA (316997)";"Odontológica";"Médio";"22";"22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE AVARE COOPERATIVA ODONTOLÓGICA (311669)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA (347477)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOGICA (347302)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"   1,18";"   1,18";"   1,19";"0,00";"0,00";"0,00";"0,00";"   1,20";"   1,20";"   1,19";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA (350494)";"Odontológica";"Grande";"16";"16";"   0,02";"   0,02";"0,00";"   0,02";"   0,05";"   0,05";"    0,05";"    0,05";"   0,10";"   0,07";"   0,10";"   0,10";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT. (347183)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE CAMPOS - COOPERATIVA ODONTOLOGICA (402516)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE CATANDUVA COOPERATIVA ODONTOLÓGICA (354686)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE FEIRA DE SANTANA - COOPERATIVA DE TRABALHO ODONTOLÓGICO DE FEIRA DE SANTANA RESP LIMITADA (400556)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE FERNANDOPOLIS COOPERATIVA ODONTOLOGICA (301647)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA (335258)";"Odontológica";"Médio";"20";"22";"   0,11";"0,00";"0,00";"   0,21";"   0,21";"   0,21";"0,00";"0,00";"0,00";"   0,11";"   0,11";"   0,11";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE JACAREÍ - COOPERATIVA ODONTOLÓGICA DE JACAREÍ (343056)";"Odontológica";"Médio";"22";"22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE JALES - COOPERATIVA ODONTOLÓGICA (309257)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA (361569)";"Odontológica";"Médio";"13";"15";"   0,14";"   0,14";"0,00";"0,00";"0,00";"   0,14";"    0,15";"    0,15";"0,00";"0,00";"   0,15";"   0,15";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA (347795)";"Odontológica";"Médio";"8";"9";"   0,28";"   0,28";"0,00";"0,00";"0,00";"0,00";"0,00";"    0,28";"   0,28";"   0,28";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE LIMEIRA COOPERATIVA ODONTOLÓGICA (369462)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA (344681)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA (350770)";"Odontológica";"Médio";"22";"1";"0,00";"   0,50";"   0,49";"   0,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA. (311391)";"Odontológica";"Médio";"22";"22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA (343404)";"Odontológica";"Médio";"22";"22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE MONTE ALTO COOPERATIVA ODONTOLOGICA (336238)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE NOVA IGUAÇU COOPERATIVA ODONTOLÓGICA (411701)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA (331104)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA (336017)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE RECIFE - COOPERATIVA ODONTOLÓGICA (305740)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   4,79";"   4,75";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE RIO BRANCO ACRE COOPERATIVA ODONTOLÓGICA LTDA. (403997)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
"UNIODONTO DE RIO CLARO COOPERATIVA ODONTOLOGICA (349011)";"Odontológica";"Pequeno";"6";"4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202210";"15/11/2022 05:40:45"
